Year,Player,concat,count,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Honors
2004,Brendan Haywood,2004Brendan Haywood,1,C,24,WAS,77,59,1484,4.9,9.4,0.515,0,0,0,4.9,9.4,0.517,3.3,5.7,0.585,4.5,4.9,9.4,1,0.8,2.4,1.9,3.7,13,No_Honors
2004,Shane Heal,2004Shane Heal,1,PG,33,SAS,6,0,72,3.5,12,0.292,2,9,0.222,1.5,3,0.5,2,2.5,0.8,0.5,1.5,2,2.5,0.5,0,2.5,1,11,No_Honors
2004,Alan Henderson,2004Alan Henderson,1,PF,31,ATL,6,0,68,5.3,11.1,0.476,0,0,,5.3,11.1,0.476,2.1,3.2,0.667,5.8,5.3,11.1,1.1,0.5,1.1,1.6,0.5,12.7,No_Honors
2004,Nenê Hilário,2004Nenê Hilário,1,PF,21,DEN,77,77,2504,4.8,9.1,0.53,0,0,0,4.8,9,0.532,3.5,5.1,0.682,2.2,5,7.2,2.4,1.7,0.6,2.6,4,13.1,No_Honors
2004,Tyrone Hill,2004Tyrone Hill,1,PF,35,MIA,5,0,38,2.8,4.7,0.6,0,0,,2.8,4.7,0.6,2.8,3.8,0.75,4.7,2.8,7.6,0,0,0.9,1.9,9.5,8.5,No_Honors
2004,Kirk Hinrich,2004Kirk Hinrich,1,PG,23,CHI,76,66,2706,4.2,10.9,0.386,1.9,4.9,0.39,2.3,6,0.383,1.8,2.2,0.804,0.6,2.9,3.4,6.9,1.3,0.3,2.7,3.7,12.2,No_Honors
2004,Fred Hoiberg,2004Fred Hoiberg,1,SG,31,MIN,79,3,1804,3.6,7.6,0.465,1.5,3.4,0.442,2,4.2,0.483,2,2.3,0.845,0.4,4.9,5.3,2.2,1.3,0.2,0.9,2.7,10.6,No_Honors
2004,Robert Horry,2004Robert Horry,1,PF,33,SAS,81,1,1290,3.9,9.7,0.405,1.1,3,0.38,2.8,6.7,0.417,1.9,3,0.645,3,4.6,7.6,2.8,1.3,1.4,1.5,4.6,10.9,No_Honors
2004,Eddie House,2004Eddie House,1,SG,25,LAC,60,10,1188,4.9,13.6,0.359,1.5,4.1,0.375,3.3,9.5,0.351,1.1,1.4,0.8,0.8,3.3,4.2,4.5,2,0.1,1.9,2.8,12.4,No_Honors
2004,Allan Houston,2004Allan Houston,1,SG,32,NYK,50,50,1799,6.8,15.6,0.435,1.7,4,0.431,5.1,11.6,0.437,3.1,3.4,0.913,0.4,2,2.4,2,0.8,0,2,2.1,18.5,No_Honors
2004,Josh Howard,2004Josh Howard,1,SF,23,DAL,67,29,1589,5.2,12.1,0.43,0.5,1.5,0.303,4.7,10.6,0.448,2.2,3.1,0.703,3.4,5,8.3,2.2,1.6,1.2,1.5,3.8,13,No_Honors
2004,Juwan Howard,2004Juwan Howard,1,PF,30,ORL,81,77,2877,6.6,14.6,0.453,0,0,0,6.6,14.6,0.453,4,4.9,0.809,2.1,5,7.1,2,0.7,0.3,2.2,3.6,17.2,No_Honors
2004,Troy Hudson,2004Troy Hudson,1,PG,27,MIN,29,1,503,5.7,14.8,0.386,2.2,5.5,0.403,3.5,9.3,0.377,1.9,2.4,0.818,0.3,2.2,2.5,5,0.5,0,2.4,2.3,15.6,No_Honors
2004,Larry Hughes,2004Larry Hughes,1,SG,25,WAS,61,61,2061,7,17.6,0.397,1.4,4.1,0.341,5.6,13.6,0.414,4.7,5.9,0.797,1.7,4,5.7,2.6,1.7,0.5,2.7,2.6,20.1,No_Honors
2004,Ryan Humphrey,2004Ryan Humphrey,1,PF,24,MEM,2,0,11,3.3,13.1,0.25,0,3.3,0,3.3,9.8,0.333,0,0,,6.5,3.3,9.8,3.3,3.3,0,6.5,9.8,6.5,No_Honors
2004,Brandon Hunter,2004Brandon Hunter,1,PF,23,BOS,36,12,406,4.7,10.3,0.457,0,0.3,0,4.7,10,0.469,1.7,3.8,0.442,4.4,6,10.5,1.7,1.2,0.1,2,3.5,11.1,No_Honors
2004,Lindsey Hunter,2004Lindsey Hunter,1,SG,33,DET,33,8,661,2.7,7.8,0.343,0.8,2.7,0.28,1.9,5.1,0.376,0.3,0.4,0.625,0.7,2.9,3.6,4.6,2.1,0.3,1.9,2.5,6.4,No_Honors
2004,Steven Hunter,2004Steven Hunter,1,C,22,ORL,59,23,789,3.7,7.1,0.529,0,0,,3.7,7.1,0.529,1,3.1,0.333,2.5,5.3,7.8,0.5,0.2,3.3,1.3,4.6,8.5,No_Honors
2004,Zydrunas Ilgauskas,2004Zydrunas Ilgauskas,1,C,28,CLE,81,81,2539,6.6,13.7,0.483,0,0.1,0.286,6.6,13.6,0.484,4.3,5.8,0.746,4,5.3,9.3,1.5,0.6,2.8,2.3,3.9,17.5,No_Honors
2004,Allen Iverson*,2004Allen Iverson*,1,SG,28,PHI,48,47,2040,7.7,19.9,0.387,1,3.5,0.286,6.7,16.3,0.408,6,8,0.745,0.6,2.5,3.1,5.7,2,0.1,3.7,1.5,22.3,No_Honors
2004,Bobby Jackson,2004Bobby Jackson,1,SG,30,SAC,50,0,1185,8,18,0.444,2.5,6.7,0.37,5.5,11.3,0.488,2.5,3.3,0.752,1.7,3.6,5.3,3.2,1.5,0.2,1.9,3.2,20.9,No_Honors
2004,Jim Jackson,2004Jim Jackson,1,SF,33,HOU,80,80,3119,4.4,10.4,0.424,1.9,4.7,0.4,2.5,5.7,0.444,1.2,1.5,0.843,0.6,5,5.6,2.6,1,0.3,2,2.6,11.9,No_Honors
2004,Marc Jackson,2004Marc Jackson,1,PF,29,PHI,22,13,598,4.3,10.3,0.415,0,0.1,0,4.3,10.2,0.418,3.9,4.9,0.79,2.7,4.9,7.6,1.1,0.7,0.4,1.4,2.7,12.4,No_Honors
2004,Mark Jackson,2004Mark Jackson,1,PG,38,HOU,42,3,577,2.1,6.2,0.34,0.4,2.6,0.171,1.7,3.7,0.458,1.7,2.4,0.718,0.6,3.7,4.4,7.4,1.1,0.1,3.3,2.6,6.4,No_Honors
2004,Stephen Jackson,2004Stephen Jackson,1,SF,25,ATL,80,78,2940,6.6,15.4,0.425,1.8,5.2,0.34,4.8,10.2,0.469,2.9,3.6,0.785,1.2,3.3,4.5,3,1.7,0.2,2.7,2.6,17.8,No_Honors
2004,Casey Jacobsen,2004Casey Jacobsen,1,SF,22,PHO,78,13,1828,3,7.1,0.417,1.5,3.5,0.417,1.5,3.5,0.417,1.8,2.2,0.82,0.8,3.1,4,1.9,0.9,0.2,1.3,2.8,9.2,No_Honors
2004,Jerome James,2004Jerome James,1,C,28,SEA,65,24,990,4.7,9.4,0.498,0,0,,4.7,9.4,0.498,2.4,3.6,0.66,2.8,5.5,8.4,1.2,0.7,2.2,3,6.5,11.8,No_Honors
2004,LeBron James,2004LeBron James,1,SG,19,CLE,79,79,3122,7.2,17.2,0.417,0.7,2.5,0.29,6.4,14.7,0.438,4,5.3,0.754,1.1,3.8,5,5.4,1.5,0.7,3.1,1.7,19.1,No_Honors
2004,Mike James,2004Mike James,3,PG,28,TOT,81,55,2196,4.5,10.8,0.414,1.7,4.6,0.377,2.7,6.2,0.441,1.7,2.1,0.811,0.5,3.4,3.8,5.6,1.6,0,2,2.6,12.3,No_Honors
2004,Mike James,2004Mike James,3,PG,28,BOS,55,55,1684,4.6,10.9,0.418,1.8,4.8,0.381,2.7,6.1,0.447,1.6,2,0.8,0.4,3.3,3.8,5.2,1.5,0,1.8,2.4,12.6,No_Honors
2004,Mike James,2004Mike James,3,PG,28,DET,26,0,512,4.1,10.3,0.401,1.4,3.9,0.364,2.7,6.5,0.424,1.9,2.3,0.844,0.6,3.5,4.1,6.7,1.8,0.1,2.9,3,11.6,No_Honors
2004,Antawn Jamison,2004Antawn Jamison,1,SF,27,DAL,82,2,2376,7.4,13.8,0.535,0.2,0.6,0.4,7.2,13.2,0.541,3.3,4.5,0.748,3.5,4.3,7.9,1.1,1.3,0.5,1.2,2.6,18.4,No_Honors
2004,Marko Jarić,2004Marko Jarić,1,PG,25,LAC,58,50,1760,3.8,9.8,0.388,1,3.1,0.34,2.7,6.7,0.41,1.5,2.1,0.733,0.9,2.7,3.6,5.7,1.9,0.4,2.4,2.7,10.1,No_Honors
2004,Chris Jefferies,2004Chris Jefferies,3,SF-SG,23,TOT,21,2,195,5,13.3,0.375,3.1,7.8,0.405,1.8,5.5,0.333,2.4,3.7,0.65,0.9,4.4,5.4,1.3,0.7,1.3,3.5,6.6,15.5,No_Honors
2004,Chris Jefferies,2004Chris Jefferies,3,SG,23,TOR,2,0,8,13.5,27,0.5,4.5,13.5,0.333,9,13.5,0.667,4.5,4.5,1,0,4.5,4.5,4.5,0,0,4.5,0,36,No_Honors
2004,Chris Jefferies,2004Chris Jefferies,3,SF,23,CHI,19,2,187,4.6,12.7,0.364,3.1,7.5,0.41,1.5,5.2,0.296,2.3,3.7,0.632,1,4.4,5.4,1.2,0.8,1.3,3.5,6.9,14.6,No_Honors
2004,Richard Jefferson,2004Richard Jefferson,1,SF,23,NJN,82,82,3133,6.4,12.8,0.498,0.6,1.5,0.364,5.8,11.3,0.516,4.1,5.4,0.763,1.3,4.1,5.3,3.6,1.1,0.3,2.3,2.6,17.4,No_Honors
2004,Jared Jeffries,2004Jared Jeffries,1,PF,22,WAS,82,38,1913,3.3,8.8,0.377,0.1,0.6,0.167,3.2,8.3,0.392,2,3.2,0.614,3.4,4.6,8,1.8,0.9,0.5,2,4,8.7,No_Honors
2004,Britton Johnsen,2004Britton Johnsen,1,C,24,ORL,20,4,290,2.1,7.3,0.288,0.1,1.5,0.083,2,5.8,0.34,0.9,2,0.438,1.9,3.7,5.6,1.5,0.9,0.1,1.7,3.5,5.2,No_Honors
2004,Anthony Johnson,2004Anthony Johnson,1,PG,29,IND,73,7,1598,3.8,9.3,0.406,0.9,2.7,0.336,2.8,6.5,0.436,1.7,2.1,0.798,0.6,2.3,2.9,4.6,1.4,0.2,1.7,3.1,10.1,No_Honors
2004,Avery Johnson,2004Avery Johnson,1,PG,38,GSW,46,1,637,4.5,11.2,0.402,0,0.2,0,4.5,11.1,0.408,2.9,4.4,0.667,0.2,1.7,1.9,6.3,1.5,0.2,2.9,1.9,12,No_Honors
2004,DerMarr Johnson,2004DerMarr Johnson,1,SF,23,NYK,21,1,287,4.5,12.2,0.371,1.6,4.5,0.361,2.9,7.7,0.377,3.5,3.9,0.903,0.6,4.3,4.9,1.4,1,0.9,2,4,14.2,No_Honors
2004,Ervin Johnson,2004Ervin Johnson,1,C,36,MIN,66,47,965,2.1,3.8,0.534,0,0,0,2.1,3.8,0.539,0.6,1,0.607,2.3,6.4,8.7,0.9,1,1.6,1.1,5.8,4.7,No_Honors
2004,Joe Johnson,2004Joe Johnson,1,SG,22,PHO,82,77,3331,6,14,0.43,0.9,2.9,0.305,5.1,11,0.463,1.9,2.5,0.75,0.9,3.3,4.2,3.9,1,0.3,2.2,1.9,14.8,No_Honors
2004,Linton Johnson,2004Linton Johnson,1,SF,23,CHI,41,20,734,3.5,10,0.355,0.3,1.6,0.212,3.2,8.3,0.382,1.1,1.8,0.595,2.9,6.1,9,1.3,1.8,1.6,1.8,4.4,8.5,No_Honors
2004,Dahntay Jones,2004Dahntay Jones,1,SG,23,MEM,20,0,154,3.5,12.4,0.283,0.2,0.9,0.25,3.3,11.5,0.286,1.2,2.6,0.455,1.6,3.7,5.4,2.8,1.2,1.4,2.8,5.4,8.4,No_Honors
2004,Damon Jones,2004Damon Jones,1,PG,27,MIL,82,26,2016,3.7,9.4,0.401,1.7,4.9,0.359,2,4.5,0.446,1,1.3,0.764,0.3,2.8,3,8.5,0.5,0.1,1.8,1.6,10.2,No_Honors
2004,Eddie Jones,2004Eddie Jones,1,SG,32,MIA,81,81,2998,5.7,13.9,0.409,2.1,5.8,0.37,3.6,8.1,0.437,3.3,4,0.835,0.5,3.2,3.7,3.1,1.1,0.4,1.5,2.7,16.8,No_Honors
2004,Fred Jones,2004Fred Jones,1,SG,24,IND,81,2,1508,2.9,7.4,0.395,0.6,2.1,0.303,2.3,5.3,0.432,3,3.6,0.832,0.6,2.4,3,4.1,1.6,0.4,1.7,3.2,9.5,No_Honors
2004,James Jones,2004James Jones,1,SF,23,IND,6,0,26,2.8,12.5,0.222,1.4,5.5,0.25,1.4,6.9,0.2,2.8,2.8,1,0,2.8,2.8,0,1.4,0,0,1.4,9.7,No_Honors
2004,Jumaine Jones,2004Jumaine Jones,1,SG,24,BOS,42,2,373,3.2,9.3,0.344,1.3,4.2,0.295,1.9,5,0.385,1.4,2.2,0.609,2.3,4.2,6.6,1.4,1.2,0.9,1.8,4.6,9,No_Honors
2004,Popeye Jones,2004Popeye Jones,1,PF,33,GSW,5,0,10,0,7.2,0,0,0,,0,7.2,0,0,0,,3.6,0,3.6,0,0,0,0,7.2,0,No_Honors
2004,Chris Kaman,2004Chris Kaman,1,C,21,LAC,82,61,1843,3.9,8.5,0.46,0,0,0,3.9,8.5,0.462,1.9,2.8,0.697,2.5,6.5,9,1.7,0.4,1.4,3,4.1,9.7,No_Honors
2004,Jason Kapono,2004Jason Kapono,1,SF,22,CLE,41,3,427,4.4,10.9,0.403,1.8,3.7,0.477,2.6,7.2,0.365,1.7,2,0.833,1.6,3,4.6,1.2,1.1,0.2,1.8,3.5,12.2,No_Honors
2004,Jason Kidd*,2004Jason Kidd*,1,PG,30,NJN,67,66,2450,5.4,14.1,0.384,1.4,4.3,0.321,4,9.8,0.411,3,3.7,0.827,1.2,5,6.3,9.1,1.8,0.2,3.1,1.6,15.2,First
2004,Andrei Kirilenko,2004Andrei Kirilenko,1,PF,22,UTA,78,78,2895,5.1,11.6,0.443,0.8,2.5,0.338,4.3,9.1,0.471,4.9,6.2,0.79,2.8,5,7.8,3,1.9,2.7,2.7,2.2,16,No_Honors
2004,Kerry Kittles,2004Kerry Kittles,1,SG,29,NJN,82,82,2842,5.5,12.1,0.453,1.2,3.5,0.351,4.3,8.7,0.493,1.4,1.7,0.787,0.7,3.4,4.1,2.6,1.6,0.5,1.2,1.8,13.6,No_Honors
2004,Brevin Knight,2004Brevin Knight,4,PG,28,TOT,56,13,1037,3.6,8.5,0.427,0.1,0.3,0.25,3.6,8.3,0.433,1.7,2.3,0.754,0.5,3.4,3.9,7.1,2.9,0,2.5,3.7,9.1,No_Honors
2004,Brevin Knight,2004Brevin Knight,4,PG,28,PHO,3,0,19,1.9,5.7,0.333,0,0,,1.9,5.7,0.333,0,0,,0,5.7,5.7,7.6,5.7,1.9,5.7,1.9,3.8,No_Honors
2004,Brevin Knight,2004Brevin Knight,4,PG,28,WAS,32,12,598,3.5,8.3,0.42,0.1,0.3,0.2,3.4,8,0.429,1.1,1.6,0.704,0.7,3,3.7,6.1,3.1,0,2.6,3,8.2,No_Honors
2004,Brevin Knight,2004Brevin Knight,4,PG,28,MIL,21,1,420,3.9,9,0.438,0.1,0.3,0.333,3.9,8.7,0.441,2.6,3.3,0.789,0.3,3.9,4.1,8.4,2.5,0,2.1,4.8,10.5,No_Honors
2004,Kyle Korver,2004Kyle Korver,1,SF,22,PHI,74,0,882,4.7,13.3,0.352,3.3,8.4,0.391,1.4,4.9,0.283,0.8,1,0.792,1.2,3.3,4.5,1.6,1,0.3,1.7,4.2,13.5,No_Honors
2004,Toni Kukoč,2004Toni Kukoč,1,PF,35,MIL,73,0,1522,5,12,0.417,1.2,4,0.292,3.8,8,0.479,3.4,4.7,0.729,1.4,5,6.4,4.7,1.4,0.5,2.6,2.6,14.6,No_Honors
2004,Christian Laettner,2004Christian Laettner,1,PF,34,WAS,48,18,984,4.4,9.4,0.465,0.2,0.8,0.286,4.1,8.6,0.481,1.5,1.8,0.8,1.8,6.7,8.5,3.3,1.4,1,1.5,3.7,10.4,No_Honors
2004,Raef LaFrentz,2004Raef LaFrentz,1,C,27,BOS,17,1,328,6.3,13.6,0.46,0.9,4.4,0.2,5.4,9.2,0.583,1.1,1.4,0.769,3.3,5.4,8.7,2.6,0.9,1.4,1.2,5.2,14.5,No_Honors
2004,Maciej Lampe,2004Maciej Lampe,1,C,18,PHO,21,0,224,6.9,14.1,0.489,0,0.6,0,6.9,13.5,0.512,1.6,2.1,0.769,1.4,5.6,7.1,1.4,0.5,0.5,2.4,4.5,15.4,No_Honors
2004,Sean Lampley,2004Sean Lampley,1,SF,24,GSW,10,0,63,7.4,11.4,0.65,0,0,,7.4,11.4,0.65,4.6,6.9,0.667,1.1,5.1,6.3,1.1,0,0.6,1.7,1.1,19.4,No_Honors
2004,Dan Langhi,2004Dan Langhi,3,SF,26,TOT,6,0,37,4.9,13.6,0.357,1,1.9,0.5,3.9,11.7,0.333,1.9,1.9,1,0,3.9,3.9,0,0,0,1.9,6.8,12.6,No_Honors
2004,Dan Langhi,2004Dan Langhi,3,SF,26,GSW,4,0,17,4.2,12.7,0.333,0,0,,4.2,12.7,0.333,4.2,4.2,1,0,6.4,6.4,0,0,0,4.2,10.6,12.7,No_Honors
2004,Dan Langhi,2004Dan Langhi,3,SF,26,MIL,2,0,20,5.4,14.4,0.375,1.8,3.6,0.5,3.6,10.8,0.333,0,0,,0,1.8,1.8,0,0,0,0,3.6,12.6,No_Honors
2004,Rusty LaRue,2004Rusty LaRue,1,PG,30,GSW,4,0,22,1.6,4.9,0.333,1.6,1.6,1,0,3.3,0,1.6,3.3,0.5,0,4.9,4.9,3.3,3.3,0,6.5,3.3,6.5,No_Honors
2004,Voshon Lenard,2004Voshon Lenard,1,SG,30,DEN,73,70,2233,6.4,15,0.422,1.7,4.7,0.367,4.6,10.4,0.447,2.3,2.9,0.791,0.7,2.5,3.2,2.4,1,0.2,1.6,2.9,16.7,No_Honors
2004,Quincy Lewis,2004Quincy Lewis,1,SF,26,MIN,14,0,65,3.9,11.1,0.35,1.1,2.8,0.4,2.8,8.3,0.333,0,0,,0.6,3.3,3.9,1.1,1.1,1.1,1.7,5.5,8.9,No_Honors
2004,Rashard Lewis,2004Rashard Lewis,1,SF,24,SEA,80,80,2931,6.6,15.1,0.435,1.8,4.7,0.376,4.8,10.4,0.463,2.5,3.3,0.763,1.6,4.7,6.4,2.1,1.2,0.7,1.7,2.9,17.5,No_Honors
2004,Randy Livingston,2004Randy Livingston,1,PG,28,LAC,4,0,48,1.5,7.5,0.2,0,2.3,0,1.5,5.2,0.286,3,4.5,0.667,1.5,3.7,5.2,3,1.5,0,3,5.2,6,No_Honors
2004,Raül López,2004Raül López,1,PG,23,UTA,82,11,1617,5,11.5,0.431,0.6,1.9,0.294,4.4,9.6,0.458,2.2,2.6,0.863,0.5,2.9,3.5,6.8,1.4,0,3.9,4.5,12.7,No_Honors
2004,Tyronn Lue,2004Tyronn Lue,1,PG,26,ORL,76,69,2332,4.8,11,0.433,1.2,3.2,0.383,3.5,7.8,0.453,1.6,2,0.771,0.4,2.5,2.9,4.9,0.9,0.1,1.9,2.9,12.3,No_Honors
2004,George Lynch,2004George Lynch,1,SF,33,NOH,78,51,1701,3.2,7.9,0.397,0.9,2.9,0.309,2.2,5,0.449,0.7,1.1,0.667,2,4.6,6.6,2.5,1,0.4,1.4,3.4,7.9,No_Honors
2004,Mark Madsen,2004Mark Madsen,1,C,28,MIN,72,12,1246,2.9,5.9,0.495,0,0.2,0,2.9,5.7,0.51,1.6,3.4,0.483,3.9,4,7.9,0.8,1,0.5,1.4,5.1,7.5,No_Honors
2004,Corey Maggette,2004Corey Maggette,1,SF,24,LAC,73,72,2628,6.2,13.9,0.447,1,3.2,0.329,5.2,10.7,0.482,7.2,8.5,0.848,1.3,4.6,5.9,3.1,0.9,0.2,2.8,3,20.7,No_Honors
2004,Jamaal Magloire,2004Jamaal Magloire,1,C,25,NOH,82,82,2777,5,10.5,0.473,0,0,0,5,10.5,0.474,4.6,6.1,0.751,3.5,7.5,11,1.1,0.6,1.3,2.6,3.6,14.5,No_Honors
2004,Karl Malone*,2004Karl Malone*,1,PF,40,LAL,42,42,1373,5.1,10.5,0.483,0,0,0,5.1,10.5,0.484,4.4,5.9,0.747,1.6,8,9.6,4.3,1.3,0.5,2.7,3,14.5,No_Honors
2004,Stephon Marbury,2004Stephon Marbury,3,PG,26,TOT,81,81,3254,6.6,15.3,0.431,1,3,0.318,5.7,12.3,0.46,3.9,4.8,0.817,0.6,2.3,2.9,8,1.4,0.1,2.8,1.9,18.1,No_Honors
2004,Stephon Marbury,2004Stephon Marbury,3,PG,26,PHO,34,34,1415,6.7,15.4,0.432,0.9,3,0.314,5.7,12.4,0.461,3.7,4.7,0.795,0.5,2.5,3,7.1,1.6,0.1,2.5,1.9,18,No_Honors
2004,Stephon Marbury,2004Stephon Marbury,3,PG,26,NYK,47,47,1839,6.6,15.3,0.431,1,3.1,0.321,5.6,12.2,0.458,4.1,4.9,0.833,0.8,2.1,2.9,8.6,1.3,0.1,3,1.9,18.2,No_Honors
2004,Shawn Marion,2004Shawn Marion,1,SF,25,PHO,79,79,3217,6.6,15,0.44,1,3,0.34,5.6,12,0.465,2.6,3,0.851,2.4,5.9,8.2,2.4,1.9,1.2,1.7,2.3,16.8,No_Honors
2004,Donyell Marshall,2004Donyell Marshall,3,PF,30,TOT,82,74,2988,5.7,12.3,0.461,1.6,3.9,0.403,4.1,8.4,0.488,1.6,2.2,0.736,2.5,7.2,9.7,1.5,1.1,1.5,1.4,3,14.5,No_Honors
2004,Donyell Marshall,2004Donyell Marshall,3,PF,30,CHI,16,8,408,5,12,0.419,1,2.4,0.407,4.1,9.6,0.422,1.2,1.8,0.7,2.5,6.3,8.7,2.5,1.1,1.8,1.9,4.1,12.3,No_Honors
2004,Donyell Marshall,2004Donyell Marshall,3,PF,30,TOR,66,66,2580,5.8,12.3,0.467,1.7,4.2,0.403,4.1,8.2,0.5,1.7,2.3,0.741,2.5,7.4,9.9,1.3,1.1,1.5,1.3,2.8,14.9,No_Honors
2004,Darrick Martin,2004Darrick Martin,1,PG,32,MIN,16,0,172,4.2,14,0.299,1.3,5.4,0.231,2.9,8.6,0.341,1.9,1.9,1,0.4,1,1.5,4.8,0.4,0.2,1.5,4.8,11.5,No_Honors
2004,Kenyon Martin,2004Kenyon Martin,1,PF,26,NJN,65,62,2252,7,14.4,0.488,0.1,0.4,0.28,6.9,14,0.494,3.2,4.7,0.684,2.1,7.7,9.9,2.6,1.5,1.3,2.7,3.7,17.4,No_Honors
2004,Jamal Mashburn,2004Jamal Mashburn,1,SF,31,NOH,19,18,730,7.7,19.6,0.392,0.9,3.3,0.284,6.8,16.3,0.414,3.2,3.9,0.813,0.9,4.8,5.8,2.3,0.7,0.2,1.8,2.1,19.5,No_Honors
2004,Desmond Mason,2004Desmond Mason,1,SF,26,MIL,82,31,2534,5.8,12.3,0.472,0.1,0.6,0.231,5.7,11.8,0.483,5.1,6.6,0.769,1.3,3.8,5.1,2.2,0.9,0.3,2.1,2.7,16.8,No_Honors
2004,Roger Mason,2004Roger Mason,3,SG,23,TOT,26,3,328,3.5,10.8,0.327,1.4,4.3,0.333,2.1,6.5,0.322,2.1,2.4,0.864,0.1,3.3,3.4,2.9,1.2,0.7,2.2,4,10.5,No_Honors
2004,Roger Mason,2004Roger Mason,3,SG,23,CHI,3,0,43,0.8,9.2,0.091,0.8,5,0.167,0,4.2,0,0,0,,0,2.5,2.5,2.5,0.8,0,1.7,4.2,2.5,No_Honors
2004,Roger Mason,2004Roger Mason,3,SG,23,TOR,23,3,285,3.9,11,0.356,1.5,4.2,0.364,2.4,6.8,0.352,2.4,2.8,0.864,0.1,3.4,3.5,2.9,1.3,0.8,2.3,3.9,11.7,No_Honors
2004,Tony Massenburg,2004Tony Massenburg,1,PF,36,SAC,59,0,789,4.7,10,0.475,0,0,0,4.7,9.9,0.477,2,2.9,0.683,2.6,6,8.6,1.3,0.6,0.8,2.1,6.6,11.5,No_Honors
2004,Walter McCarty,2004Walter McCarty,1,PF,29,BOS,77,23,1900,3.8,9.9,0.388,2.6,6.9,0.374,1.3,3,0.42,1.2,1.6,0.756,0.5,4,4.5,2.3,1.4,0.4,1.7,3.4,11.5,No_Honors
2004,Amal McCaskill,2004Amal McCaskill,1,C,30,PHI,59,3,636,2.7,6.6,0.402,0,0.1,0,2.7,6.6,0.405,1.1,1.5,0.704,2.7,4.8,7.5,1.1,0.7,1.1,1.4,5,6.4,No_Honors
2004,Jelani McCoy,2004Jelani McCoy,1,C,26,CLE,2,0,12,0,0,,0,0,,0,0,,0,0,,3,9,12,0,0,0,3,12,0,No_Honors
2004,Antonio McDyess,2004Antonio McDyess,3,PF,29,TOT,42,20,927,4.9,10.4,0.47,0,0,,4.9,10.4,0.47,1.5,2.7,0.551,2.7,7.3,10,1.4,1.4,0.9,2.2,4.5,11.3,No_Honors
2004,Antonio McDyess,2004Antonio McDyess,3,PF,29,NYK,18,6,421,5.6,12.1,0.458,0,0,,5.6,12.1,0.458,1.9,3.2,0.579,2.7,7.5,10.2,1.7,1,0.9,2.3,3.9,13,No_Honors
2004,Antonio McDyess,2004Antonio McDyess,3,PF,29,PHO,24,14,506,4.3,9,0.484,0,0,,4.3,9,0.484,1.1,2.2,0.516,2.8,7,9.8,1.1,1.8,0.9,2.1,5.1,9.8,No_Honors
2004,Tracy McGrady*,2004Tracy McGrady*,1,SG,24,ORL,67,67,2675,8.8,21.1,0.417,2.3,6.9,0.339,6.4,14.2,0.455,5.4,6.7,0.796,1.3,4.1,5.4,5,1.3,0.6,2.4,1.7,25.3,Second
2004,Jeff McInnis,2004Jeff McInnis,3,SG-PG,29,TOT,70,57,2365,5.1,11.4,0.447,0.7,1.9,0.362,4.4,9.4,0.465,1.7,2.2,0.797,0.5,2.2,2.7,6.5,1.1,0.1,1.8,2.5,12.6,No_Honors
2004,Jeff McInnis,2004Jeff McInnis,3,SG,29,POR,39,26,1269,5.6,11.8,0.471,0.4,1.3,0.319,5.1,10.5,0.491,1.6,2.2,0.763,0.5,2.2,2.7,5.6,1,0.1,1.7,2.7,13.2,No_Honors
2004,Jeff McInnis,2004Jeff McInnis,3,PG,29,CLE,31,31,1096,4.5,10.9,0.417,1,2.6,0.388,3.5,8.2,0.426,1.8,2.2,0.836,0.6,2.1,2.7,7.7,1.2,0.1,1.9,2.3,11.9,No_Honors
2004,Aaron McKie,2004Aaron McKie,1,SF,31,PHI,75,41,2112,4.5,9.8,0.459,1.3,2.9,0.436,3.2,6.9,0.469,1.4,1.9,0.757,0.8,3.5,4.3,3.3,1.4,0.4,1.8,2.4,11.7,No_Honors
2004,Keith McLeod,2004Keith McLeod,1,PG,24,MIN,33,0,391,2.5,7.5,0.329,0.1,0.9,0.1,2.4,6.6,0.361,3,4,0.767,0.5,2.7,3.1,5.4,1.5,0.1,2.7,3.6,8.1,No_Honors
2004,Stanislav Medvedenko,2004Stanislav Medvedenko,1,PF,24,LAL,68,38,1442,5.9,13.4,0.441,0,0.1,0,5.9,13.3,0.444,2.2,2.9,0.767,3.7,4.9,8.6,1.4,0.9,0.4,1.5,4.8,14.1,No_Honors
2004,Ron Mercer,2004Ron Mercer,1,SG,27,SAS,39,0,516,6.3,14.7,0.427,0.1,0.5,0.286,6.1,14.2,0.431,0.9,1.2,0.765,0.7,2.7,3.4,1.5,1,0.3,1.8,2.6,13.6,No_Honors
2004,Chris Mihm,2004Chris Mihm,3,C-PF,24,TOT,76,17,1330,5,10.3,0.488,0,0,,5,10.3,0.488,3,4.5,0.663,4.2,7,11.2,0.6,1,1.7,2.4,5.6,13,No_Honors
2004,Chris Mihm,2004Chris Mihm,3,PF,24,CLE,22,1,391,5.4,11.7,0.465,0,0,,5.4,11.7,0.465,3.1,4.4,0.708,4.3,8.6,12.9,0.9,0.8,2,2.3,5.3,14,No_Honors
